name|cost_info|price|schedule_info|historic_info|long_info|short_info|activities_info|longitude|latitude|province_id|type_place_id
MUSEO PEDRO DE OSMA|Previa presentación de boleto o ticket|Entrada General: S/20 Nuevos Soles. Entrada estudiantes, niños y jubilados: S/ 10 Nuevos Soles. Entrada a sala de exposiciones: gratuito|Martes a domingo de 10:00 a.m. a 6:00 p.m.|-|El espacio total (área construida y no construida) tiene una extensión de 6 076 m2. Está compuesto por dos edificios, uno principal y otro posterior, el cual funcionaba como comedor. Ambas edificaciones son de estilo afrancesado y ecléctico por momentos. Sus diez salones están adornados con vitrales estilo art noveau, techos de metal, yeso labrado y arañas de cristal; los edificios están rodeados de jardines con esculturas de mármol y espacios marcados con palmeras y geranios.|La mansión fue construida en 1906 por encargo de Pedro de Osma y Pardo sobre un terreno adquirido a Doña Antonia Falcón de Mayorga|Actividades Culturales, Actividades Sociales, Toma de fotografías y filmaciones|-12.154213|-77.0227509999999|Lima|Manifestaciones culturales
PALACIO DE GOBIERNO|Libre|0|Solo Sábados de 9 a 10:00 horas, previa inscripción311-3908 para los locales, Regionales al 01-311-3908, extranjeros 51-1-311-3908|-|" Está ubicado en la Plaza de Armas del Centro Histórico de Lima y es conocido también como ""Casa de Pizarro"" debido a que su construcción se realizó bajo las órdenes del fundador español Francisco Pizarro en 1536, sobre el palacio de Taulichusco, el último curaca o gobernante de Lima Prehispánica. Años más tarde, esta denominación fue modificada debido a que este mismo lugar sirvió como residencia de los virreyes y gobernantes del Perú. En 1821, el general San Martín lo convirtió en sede y centro de operaciones de su causa libertadora. "|El Palacio de Gobierno del Perú es la sede principal del Poder Ejecutivo y la residencia del presidente de la República.|Actividades Culturales, Actividades Sociales, Toma de fotografías y filmaciones|-12.045074|-77.0299519999999|Lima|Manifestaciones culturales
PALACIO MUNICIPAL DE LIMA|Semi-restringido(previo permiso)|Para delegaciones, grupos y público en general; previa coordinación con una carta dirigida al Alcalde|09:00 a.m. - 05:30 p.m.|-|El Palacio Municipal originalmente ocupó el espacio que actualmente le corresponde al Palacio Arzobispal y en 1548 que se trasladó a su ubicación actual. Este edificio se ha visto afectado por una serie de fatalidades, siendo los más recordados el terremoto del 28 de octubre de 1746, el cual devastó el 90% de las edificaciones civiles en Lima y el incendio del 3 de noviembre de 1923, por lo cual fue reemplazado y reinaugurado el 28 de julio de 1944 por el alcalde Luis Gallo Porras.|"El Cabildo de la ciudad de Lima, conocido en la actualidad como Municipalidad Metropolitana de Lima, fue fundado el 22 de enero de 1535 por Francisco Pizarro, y su primer Alcalde fue Don Nicolás de Rivera ""El Viejo""."||-12.0452499852414|-77.0311681865081|Lima|Manifestaciones culturales
PARQUE DE LA MURALLA|Libre|Ingreso al museo de sitio S/ 1.00|Lun-Jue 8:00 a.m. a 8:00 p.m.|-|"Recibió este nombre por ser construido para albergar los restos de la ""Muralla de Lima"", la cual fue construida por el virrey Melchor de Navarra y Rocafull con la finalidad de proteger la ciudad de levantamientos y para controlar el comercio que ingresaba a la ciudad"|El Parque de La Muralla fue inaugurado el 24 de noviembre del 2004, bajo la gestión del Alcalde Luis Castañeda Lossio. Fue construida a un costado del río Rímac. Tiene un área de 25,000 m2 y 6,000 m2 de áreas verdes, planteada en dos niveles y con evidente recuperación de vistas al río Rímac. El material de construcción fue piedra, ladrillos cocidos y amalgama de calicanto, su composición principal fueron los muros y sus 34 bastiones y nueve pórticos de ingreso y retiro denominadas Martinelli, Borbones, Cocharcas, Santa Catalina|Actividades Culturales, Realización de eventos, Toma de fotografías y filmaciones|-12.0445616525758|-77.026401046627|Lima|Manifestaciones culturales
MUSEO ANDRÉS DEL CASTILLO|Previa presentación de boleto o ticket|S/10.00 General. S/5.00 Estudiantes. Libre con acreditación.|De 9:00 a 18:00 horas, De miércoles a domingo|-|El museo Andrés del Castillo está ubicado en el inmueble conocido como Casa Belén, obra arquitectónica que data de principios del S. XVIII. |El museo lleva el nombre de Andrés Del Castillo Rey (1985-2006) hijo del ingeniero Guido del Castillo el cual es el dueño de la muestra exhibida, el museo fue inaugurado el 6 de noviembre de 2008. El museo cuenta con la colección más importante de minerales cristalizados que existe en el Perú destacando, entre ellos, la sala Fluorescente donde se exhibe minerales con propiedades luminescentes, la sala de cerámica Chancay y también la sala de Vestimenta en el Antiguo Perú. Personajes trascendentes de la historia del Perú como José Baquíjano y Carrillo, precursor de la Independencia del Perú|Actividades Culturales, Toma de fotografías y filmaciones|-12.052055|-77.0359449999999|Lima|Manifestaciones culturales
MUSEO DE ARTES Y TRADICIONES POPULARES|Previa presentación de boleto o ticket|Adultos S/2.00|L-V: 10:00-13:00/14:00-20:00 SAB: 14:00-17:00|-|El Museo de Arte y Tradiciones Populares fue fundada el 25 de octubre de 1979 y esta ubicada en el edificio que sirve de sede al Instituto Riva Agüero, construido hacia el último tercio del siglo XVIII|Su arquitectura representa el típico estilo de las casonas coloniales, incorporando elementos constructivos de las primeras décadas del período republicano. Destaca su sobria portada, construida hacia 1850, con ventanas de reja de barrotes forjados, con apoyos de piedra de color rosado, bajo grandes y vidriados balcones de marcado estilo republicano.|Actividades Culturales, Estudios e Investigación|-12.0472506940773|-77.0333259361763|Lima|Manifestaciones culturales
PARQUE DE LA RESERVA - CIRCUITO MÁGICO DEL AGUA|Previa presentación de boleto o ticket|Ingreso al Circuito Mágico del Agua, S/. 4.00 Entrada General|03:00 p.m. - 10:30 p.m. Ingreso al Circuito Mágico del Agua: Martes a domingos|-|El Parque de la Reserva fue inaugurado el 19 de febrero de 1929. Denominado así en honor de los reservistas que durante la Guerra del Pacifico defendieron la ciudad de Lima y participaron en las batallas de San Juan y Miraflores, ya que este espacio se usó como guarnición para nuestro ejército que se preparaba para defender la ciudad de la invasión chilena en 1881. Es considerada la más grande obra urbana de su época, empezándose a construir en diciembre de 1926, como cuestión de estado. Además fue la primera obra en un espacio público, que presentó motivos ornamentales autóctonos, rompiendo con las escuelas importadas, características de la Lima de entonces.|El Circuito Mágico del Agua es el complejo de fuentes cibernéticas más grande del mundo, ubicado en el Parque de la Reserva, fue inaugurado el 26 de julio de 2007.|Actividades Sociales, Ciclismo, Observación de aves, Toma de fotografías y filmaciones|-12.0709804190645|-77.0341322625655|Lima|Manifestaciones culturales
PINACOTECA MUNICIPAL IGNACIO MERINO|Libre|0|MIE y V: 8:30-1:00 / 14:30-16:30|-|La Pinacoteca Municipal Ignacio Merino fue creada el 29 de mayo de 1925 y conserva una de las colecciones de arte republicano más importantes del país, llegando a poseer en la actualidad 573 obras||Su repertorio comprende las más variadas vertientes artísticas con obras de pintores peruanos, destacando la colección de acuarelas de Pancho Fierro y óleos de Ignacio Merino, José Sabogal, Fernando de Szyszlo, entre otros. Inicialmente fue bautizada como Galería de Pintura y luego Galería Merino, hasta que adoptó el nombre de Ignacio Merino, en memoria del pintor peruano que entregó sus obras, bajo testamento, a la Municipalidad de Lima. Un total de 30 obras fueron recibidas cuando falleció en París en 1876. |-12.0452317536895|-77.0311648220901|Lima|Manifestaciones culturales
BASÍLICA CATEDRAL DE LIMA|Previa presentación de boleto o ticket (especificará tarifa: niños, adultos, estudiantes, etc.) Adultos: S/ 10.00, Estudiantes: S/ 5.00, Escolares: S/ 2.00|10|Lunes a viernes de 09:00 a 17:00 horas  / Sábados de 10:00 a 13:00 horas|-|"Su primer registro de edificación data de 1540. Teniendo en cuenta que Lima pertenecía, como diócesis a Sevilla, España (1541), la construcción de la catedral siguió los patrones sevillanos. Después de posteriores derrumbes y edificaciones se culminó su reconstrucción en 1797, pero el terremoto de 1940 volvió a dañar su estructura, generando la última reconstrucción de la Catedral de Lima a cargo del Arq.  Emilio Harth-Terré; por lo que la Catedral de Lima es el recinto arquitectónico con la mayor continuidad constructiva de Lima, incorporando en su estructura diversos estilos arquitectónicos, como barroco, gótico, renacentista, neoclásico y neocolonial, cimentando su carácter ecléctico.
El museo de arte religioso de la Catedral de Lima se creó el 25 de julio de 1974, exhibe objetos ornamentales y litúrgicos, pinturas de las escuelas cuzqueña, limeña y ayacuchana de los siglos XVII y XVIII, así como piezas de arte procedentes de colecciones privadas y pertenencias de los Papas Juan Pablo II y Juan XXIII. Conserva las reliquias de Santo Toribio de Mogrovejo, Santa Rosa de Lima y San Francisco Solano. El recorrido museístico comprende también las 14 capillas artísticamente trabajadas, en una de las cuales se encuentran los restos del fundador español de Lima, Francisco Pizarro; el Altar Mayor, con su destacada Sillería Coral; entre otras salas."|la Catedral de Lima es el recinto arquitectónico con la mayor continuidad constructiva de Lima, incorporando en su estructura diversos estilos arquitectónicos, como barroco, gótico, renacentista, neoclásico y neocolonial, cimentando su carácter ecléctico.|Visita y participación en actividades de vida cotidiana de la comunidad, realización de actividades religiosas o patronales. Tambien se pueden realizar eventos, tomar fotografias y filmaciones y realizar estudios e investigación. Presentan servicios de guiado. Idioma: Inglés, italiano, francés y portugués|-12.046615|-77.029931|Lima|Manifestaciones culturales
CASA ASPÍLLAGA – Centro Cultural Inca Garcilaso de la Vega|Libre|0|Martes a viernes de 10:00 a 20:00 horas / Sábados y domingos 10:00 a 18:00 horas|-|"La Casa fue construida inicialmente a mediados del siglo XVI y reedificada en la segunda mitad del siglo XVIII por el conde de Dávalos y remodelada posteriormente hacia 1880. Los registros históricos indican a Luis César de Escarzola como propietario de la casa hacia 1685. En 1897 la casa fue comprada por la viuda de Aspíllaga, de donde toma su actual nombre, hasta que en 1954 fue vendida al Estado peruano y actualmente es la sede del Centro Cultural Inca Garcilaso de la Vega, del Ministerio de Relaciones Exteriores.
El Centro Cultural Inca Garcilaso de la Vega fue inaugurado en 2005 y cuenta con dos salas de exposiciones, una sala de música y la biblioteca Guillermo Lohmann."|El Centro Cultural Inca Garcilaso de la Vega fue inaugurado en 2005 y cuenta con dos salas de exposiciones, una sala de música y la biblioteca Guillermo Lohmann.|Apreciación de muestras o actividades artísticas y también presentan realización de eventos|-12.048693|-77.029145|Lima|Manifestaciones culturales
CASA DEL OÍDOR|NO|0|-|-|"Inmueble representante de la arquitectura civil virreinal de Lima, entre las edificaciones del estado y gobierno, que perteneció a la Real Audiencia de Lima, la mayor autoridad después del virrey, entidad y tribunal colonial que administraba justicia y también se encargaba del gobierno, en casos que el virrey moría o no podía ejercer el cargo. Su primer propietario fue Gaspar Melchor de Carbajal, “Oídor” de Lima, de donde toma su nombre. Se ubica en la esquina de la Plaza Mayor de Lima, en las intersecciones del Jr. Carabaya con el Jr. Junín. La Audiencia de Lima se fundó en 1543, luego de la muerte de Francisco Pizarro, posteriormente, hacia fines del siglo XVI se edificó lo que actualmente constituye la Casa del Oídor. Desde esta casona, los “Oídores” o jueces coloniales, escuchaban a las personas en litigio, evaluaban los casos y dictaban sentencia.
Desde los balcones de esta casa también las tapadas miraban los espectáculos públicos como las corridas de toros, los bailes y otros eventos realizados en la Plaza Mayor. Sus actuales balcones se construyeron en el siglo XIX."|Inmueble representante de la arquitectura civil virreinal de Lima, entre las edificaciones del estado y gobierno, que perteneció a la Real Audiencia de Lima, la mayor autoridad después del virrey|Apreciable desde el exterior|-12.045775|77.029572|Lima|Manifestaciones culturales
CASA MUSEO MIGUEL GRAU|Previa presentación de boleto o ticket (especificará tarifa: niños, adultos, estudiantes, etc.)Público general: S/ 3.00, Adultos mayores: S/ 1.50, Niños y estudiantes: S/ 2.00|3|Martes a domingo de 09:00 a 19:00 horas|-|Casa donde vivió el Almirante Miguel Grau con su esposa y donde nacieron sus 10 hijos. La edificación de estilo neocolonial y fachada republicana se remonta a 1750 y fue ocupada por el héroe desde 1867 hasta 1879. Restaurada por la Marina de Guerra del Perú e inaugurada el 27 de julio de 1984 por el Pdte. Fernando Belaunde Terry. Las salas y ambientes de la casa museo fueron ambientadas según la época del héroe y decoradas con fotografías y enseres que nos introducen en el ambiente familiar de Grau, pero también se aprecian fotografías y objetos personales que usó Grau en sus travesías con el monitor “Huáscar” y en la campaña marítima de la Guerra del Pacífico.|Casa donde vivió el Almirante Miguel Grau con su esposa y donde nacieron sus 10 hijos|Museo dónde se puede realizar eventos, tomar fotografias y filmaciones|-12.0475179|-77.0334633|Lima|Manifestaciones culturales
Casa Riva Agüero – Museo de Artes y Tradiciones Populares|Previa presentación de boleto o ticket (especificará tarifa: niños, adultos, estudiantes, etc.) Público general: S/ 2.00, Niños y estudiantes: S/ 1.00|2|Lunes a viernes de 10:00 a 19:30 horas|-|"Construcción que data de fines del siglo XVIII y su primer propietario fue el coronel español Domingo Ramírez de Arellano. La casona presenta características coloniales y detalles de las primeras décadas del período republicano. Su vistosa portada republicana fue construida en 1850. La familia De la Riva Agüero y Osma ocupó la casona desde finales del siglo XIX y debe su nombre al historiador y político José de la Riva Agüero y Osma, último propietario de la casona, que después donó a la Pontificia Universidad Católica del Perú. Desde entonces, es la sede del Instituto Riva Agüero, donde se instaló el Museo de Artes y Tradiciones Populares, fundado el 25 de octubre de 1979.
  
El museo cuenta con más de 7 mil piezas, entre retablos, cruces, pinturas, cerámicas, textiles y otras obras de arte popular, provenientes de variadas regiones del país y de colecciones particulares.                                                                "|Construcción que data de fines del siglo XVIII y su primer propietario fue el coronel español Domingo Ramírez de Arellano.|Apreciación de muestras o actividades artísticas y también presentan realización de eventos, se puede realizar estudios e investigación, y está permitido el uso de fotografías y filmaciones|-12.0472425|-77.0333325|Lima|Manifestaciones culturales
CONJUNTO MONUMENTAL SAN FRANCISCO DE LIMA|Previa presentación de boleto o ticket (especificará tarifa: niños, adultos, estudiantes, etc.) Público general: S/ 15.00, Estudiantes: S/ 8.00, Niños: S/ 3.00|15|Lunes a domingo de 09:00 a 20:15 horas, para la iglesia: Lunes a domingo / 07:00 a 11:00 y 16:00 a 20:00 horas|-|"La iglesia de San Francisco de Jesús fue inaugurada por el Virrey Conde de Lemos el 3 de octubre de 1672, y el 22 de enero de 1673 se consagró solemnemente el templo, por el Obispo del Cuzco, Manuel de Mollinedo y Angulo. A pesar de su consagración en 1674, se construye la portada de San Luis Obispo, obra de Manuel de Escobar, los trabajos al interior del convento continuaron hasta 1729, en que se finalizó la sacristía. Durante el siglo XIX se redujeron sus terrenos, con cesiones como el Hospicio Ruiz Dávila, el Cuartel de la Guardia de Asalto, y la avenida Abancay. 
Recibe el título de Basílica Menor en 1863, concedido por el Papa Juan XXIII. La fachada principal, es totalmente de piedra y está flanqueada por dos torres de 20 metros de altura y 7 metros de ancho, se aprecia una hornacina central con la imagen de la Inmaculada Concepción, patrona de la orden y, las imágenes de San Francisco y Santo Domingo a sus costados. A ambos lados de la iglesia de San Francisco, se ubican el Santuario de Nuestra Señora de la Soledad y la Capilla de la Virgen del Milagro.
El museo de sitio del convento cuenta con varios ambientes como la anteportería, portería, vestíbulo, claustro principal, sala capitular, salón de hadas, sala clementina, refectorio, antesacristía, sacristía, claustro superior, coro, biblioteca, archivo conventual, cúpula, claustro de tierra santa y las famosas catacumbas, que comprenden de una serie de bóvedas subterráneas, situadas debajo de las capillas del complejo religioso, las cuales fueron empleadas como cementerio de la ciudad hasta principios del siglo XIX, llegando a albergar un promedio de hasta 30 mil osamentas. Posee una importante lista de obras de arte religiosas, como las pinturas de las escuelas de Pedro Pablo Rubens y Francisco de Zurbarán; en el coro, se halla el Cristo Crucificado del siglo XVI, uno de los crucificados más antiguos de Lima; y en la sacristía, el conjunto escultórico de mediados del siglo XVII. También cuenta con azulejos sevillanos y criollos, destacando que el Conjunto Monumental San Francisco de Lima es el repositorio más importante de azulejos españoles y limeños de todo el Perú.
El Conjunto Monumental de San Francisco de Lima guarda todas las características arquitectónicas de la época virreinal, por lo que es uno de los más importantes centros religiosos, arquitectónicos, artísticos y culturales del Perú."|El Conjunto Monumental de San Francisco de Lima guarda todas las características arquitectónicas de la época virreinal, por lo que es uno de los más importantes centros religiosos, arquitectónicos, artísticos y culturales del Perú.|Visita y participación en actividades de vida cotidiana de la comunidad, realización de actividades religiosas o patronales. Tambien se pueden realizar eventos, tomar fotografias y filmaciones y realizar estudios e investigación. Además, se puede realizar compras de artesanía / Souvenir. También presentan servicios de guiado. Idioma: Inglés, italiano, francés y portugués|-12.0453104|-77.0270581|Lima|Manifestaciones culturales
CONVENTO DE SANTO DOMINGO DE LIMA|Previa presentación de boleto o ticket (especificará tarifa: niños, adultos, estudiantes, etc.) Público general: S/ 10.00, Estudiantes: S/ 5.00, Niños y escolares: S/ 1.00|10|Lunes a domingo de 09:30 a 18:00 horas|-|Es la primera iglesia y convento de Lima, fundada en 1535 en el lugar concedido al dominico Fray Vicente de Valverde, compañero de expedición de Francisco Pizarro. La actual estructura fue diseñada por el Virrey Amat en 1764, con tres naves y una cúpula neoclásica. Alberga la imagen de Nuestra Señora del Rosario, la primera imagen religiosa que llegó a Lima y nombre original del convento. Conserva restos y reliquias de Santa Rosa de Lima, San Martín de Porres y San Juan Masías. En 1551 se creó aquí la Universidad Nacional Mayor de San Marcos. El recorrido por el museo incluye la Sala de Recibo, donde destaca el techo artesonado del siglo XVI, el primer claustro con pinturas del siglo XVII sobre Santo Domingo de Guzman, la Biblioteca con aprox. 25,000 libros, la tumba de Santa Rosa de Lima y San Martín de Porres|Es la primera iglesia y convento de Lima, fundada en 1535 en el lugar concedido al dominico Fray Vicente de Valverde, compañero de expedición de Francisco Pizarro.|Visita y participación en actividades de vida cotidiana de la comunidad, realización de actividades religiosas o patronales. Tambien se pueden realizar eventos, tomar fotografias y filmaciones y realizar estudios e investigación. Además, se puede realizar compras de artesanía / Souvenir. También presentan servicios de guiado. Idioma: Inglés, italiano, francés y portugués|-12.0443985|-77.0317372|Lima|Manifestaciones culturales
MERCADO CENTRAL (Mercado Municipal Gran Mariscal Ramón Castilla)|Libre|0|Todos los días de 07:00 a 21:00 horas|-|"El concepto moderno de mercado urbano se populariza mundialmente a mediados del siglo XIX, por lo que desde tiempos coloniales y hasta muy entrado el indicado siglo, los productos y servicios de consumo masivo se vendían en los principales espacios públicos de la ciudad, como las plazas, plazuelas y explanadas frente a las iglesias. Así, los principales centros de abastos coloniales fueron la Plaza Mayor, la Plazuela de San Agustín y la Plazuela de la Inquisición (actual Plaza Bolívar). 
En 1846 el Presidente Ramón Castilla ordenó construir el nuevo mercado de abastos de la ciudad en parte de lo que era el Convento de la Concepción, por lo que inicialmente fue conocido como mercado de la Concepción. Se inauguró en 1852 y fue reedificado en su totalidad en 1905. En 1964 un incendio destruyó el mercado, por lo que tuvo que construirse una nueva edificación, que se reinauguró en 1967 con el Alcalde Luis Bedoya y que apreciamos en la actualidad."|Inicialmente fue conocido como mercado de la Concepción. Se inauguró en 1852 y fue reedificado en su totalidad en 1905. |Degustación y preparación de platos, productos o bebidas típicas, también se puede realizar tomas de fotografías y filmaciones, Visita y participación en actividades de vida cotidiana de la comunidad. Se puede comprar productos regionales  y tomar fotografias y filmaciones.|-12.0502992|-77.0261516|Lima|Manifestaciones culturales
MUSEO DE LOS COMBATIENTES DEL MORRO DE ARICA|Previa presentación de boleto o ticket (especificará tarifa: niños, adultos, estudiantes, etc.) Adulto: S/. 3.00, Estudiantes y jubilados: S/. 2.00, Mayores de 65 años y personas con habilidades diferentes: Libre|3|Lunes a viernes de 10:00 a 16:00 horas, -Sábados: 09:00 a 13:00 horas, previa coordinación|-|"Museo histórico militar ubicado en la casa donde nació el héroe nacional Francisco Bolognesi en 1816. El Coronel Francisco Bolognesi se inmoló en la batalla de Arica el 07 de junio de 1880, durante la Guerra del Pacífico. Este museo conserva la memoria de Bolognesi y los soldados que lucharon a su lado en defensa de la integridad nacional. La edificación se levantó sobre el solar que Francisco Pizarro otorgó a su compañero Juan Meza en 1535. Las fuentes históricas no registran información escrita ni gráfica de este inmueble entre 1535 y 1816.
El patio principal de ingreso exhibe un cañón que perteneció a las baterías peruanas en la batalla de Arica. En el primer piso se halla la sala “Héroes del Morro de Arica”, así como el patrimonio documental que permitió la recuperación de la casa en 1974. La Sala del Coronel Francisco Bolognesi destaca un cuadro de Germán Suárez Vertiz –abuelo del cantante Pedro Suárez Vértiz-, pintado en 1972; el revólver que usó el héroe en Arica, fotografías de sus hijos, uniforme, medallas y otros objetos personales. La Sala de la Familia Bolognesi, con fotografías y objetos familiares. La Sala de la Epopeya, muestra el sable de Bolognesi, la bandera original peruana izada en Arica aquel 07 de junio de 1880 y un cuadro familiar donde se aprecia a un joven Francisco Bolognesi.
Resaltan también excelentes cuadros históricos, obras del pintor republicano Juan Lepiani, como son “La respuesta” y “El último cartucho”, pinturas que ya son parte del imaginario colectivo nacional y a través de las cuales conocimos al héroe de Arica y su histórica gesta."|Museo histórico militar ubicado en la casa donde nació el héroe nacional Francisco Bolognesi en 1816. |Presenta servicios de guiado en el museo. Idioma: Español, inglés y francés                      |-12.0444|-77.0326|Lima|Manifestaciones culturales
MUSEO DE SITIO BODEGA Y QUADRA|Previa presentación de boleto o ticket (especificará tarifa: niños, adultos, estudiantes, etc.) Adultos: S/. 4.00, Niños: S/. 1.50|4|Martes a domingos de 10:00 a 18:00 horas|-|"Edificación, cuyos orígenes se remontan al siglo XVI, debe su nombre a su propietario Juan Francisco de la Bodega y Quadra, destacado marino peruano descubridor de Vancouver, Canadá.
Este museo se encuentra en una antigua casa que pasaba desapercibida hasta que un equipo de arqueólogos encuentra debajo vestigios los más antiguos asentamientos de esta parte de la ciudad que hoy llamamos el Centro Histórico. Aquí se hallaron artefactos de la poca inca, virreinal y hasta republicana. En su parte posterior se puede ver los restos de estas antiguas casas, aun con sus muros, pisos, arcos y pozos que se resisten al olvido. Asimismo, sus salas exhiben los diversos objetos descubiertos durante la excavación.
El área arqueológica se halla en parte posterior del inmueble y las primeras excavaciones arqueológicas en la Casa Bodega y Quadra se realizaron entre 2005 y 2006, hallando la antigua edificación subterránea, pisos empedrados y artículos virreinales y republicanos. Esta zona arqueológica abarca un área de 940.41 m2. Posteriormente, en 2010 se reiniciaron los trabajos arqueológicos a través del Proyecto de Investigación Arqueológica y Puesta en Valor de la Casa Bodega y Quadra, encontrando arcos, muros, pisos empedrados. De esta manera, se procedió con las labores de conservación, restauración y puesta en valor de toda la arquitectura estructural, a cargo de la Municipalidad de Lima, permitiendo conocer mejor la vida de nuestra sociedad durante los siglos XVII, XVIII y XIX. 
La casa conserva la distribución arquitectónica virreinal del siglo XVIII, caracterizada por los espacios de pilastras, balcones, corredores, patio y zaguán."|Edificación, cuyos orígenes se remontan al siglo XVI, debe su nombre a su propietario Juan Francisco de la Bodega y Quadra, destacado marino peruano descubridor de Vancouver, Canadá.|Presenta servicios de guiado en el museo. Idioma: Español, inglés y francés              |-12.0447|-77.0286|Lima|Manifestaciones culturales
MUSEO ETNOGRÁFICO AMAZÓNICO “JOSÉ PÍO AZA”|Previa presentación de boleto o ticket (especificará tarifa: niños, adultos, estudiantes, etc.) Adulto: S/. 2.00, Universitarios: S/. 2.00, Niños y adultos mayores: S/. 1.00|2|Lunes a viernes de 09:00 a 15:00 horas|-|"Fundado en 2003 por los Misioneros Dominicos, el Museo Etnográfico Amazónico “José Pío Aza” está instalado en un inmueble del siglo XIX. Difunde las culturas amazónicas del Sur Oriente del Perú, en un permanente trabajo de identificación, rescate y promoción cultural iniciado a principios del siglo XX y fundamentado en exploraciones, investigaciones, estudios y publicaciones geográficas, lingüísticas, antropológicas y etnológicas; realizadas por las Misiones Dominicas. Precisamente, José Pío Aza fue un Misionero Dominico español, gran defensor de los pueblos indígenas frente a los abusos generados por la explotación del caucho –entre fines del siglo XIX y principios del XX-, investigador y promotor de los grupos humanos que habitan ancestralmente esta región. Fray José Pío Aza fue el primer geógrafo y etnólogo de la Amazonía Peruana en Madre de Dios, llegando a publicar sus investigaciones geográficas de Madre de Dios en el Boletín de la Sociedad Geográfica de Lima, en 1924, y el primer Diccionario en lengua Machiguenga, publicado en Lima en 1932.
La colección etnográfica dispone de alrededor de 1000 piezas, las cuales se presentan a través de tres amplias salas con exposiciones permanentes, la primera sala muestra la geografía, historia y las experiencias de las misiones dominicas con las comunidades originarias, misiones no sólo evangelizadoras, sino también antropológicas y científicas, a modo de introducción al espacio amazónico; la segunda sala muestra infografías, caracterizaciones y piezas de las etnias de Madre de Dios. Ubicado entre las salas 2 y 3 se halla una representación de un hogar tradicional Machiguenga. La sala 3 expone la ritualidad y los saberes ancestrales de la medicina tradicional amazónica de estos pueblos originarios, incluyendo el Chamanismo y las sesiones de Ayahuasca, explicando la importancia de la flora amazónica para la farmacología y cosmética mundial. Luego de la tercera sala, y terminando el recorrido, se puede apreciar la recreación de una casa tradicional “Yine”, antiguamente también conocido como “Piro”. En todas las salas, las piezas etnológicas expuestas, según su naturaleza, se clasifican en: piezas de naturaleza botánica y zoológica (bolsas, cestas, máscaras, vestimentas, coronas de plumas, canoas, utensilios de pesca, remos, arcos y flechas, collares, pulseras y adornos personales, instrumentos musicales como quenas, tambores y textiles); piezas de naturaleza cerámica (vasijas, ollas, platos, cántaros, cuencos y cerámicas zoomorfas; tanto utilitarias como rituales); piezas de naturaleza lítica (porras, hachas); y piezas de naturaleza ósea (flautas, instrumentos musicales sociales y ceremoniales). 
Todos estos elementos etnográficos amazónicos son bienes muebles en buen estado de conservación, que junto a los perfiles etnográficos, mapas, infografías, archivos fotográficos históricos y representaciones de los hogares tradicionales, configuran un espacio museológico que forma parte de la Red de Museos del Centro Histórico de Lima y que contribuye a brindar mayor conocimiento y comprensión sobre la cultura, costumbres y cosmovisión de los “Yine”; “Harakbut“; “Eseja”; y “Machiguenga”, pueblos amazónicos peruanos que habitan desde hace cientos de años diversas zonas de las cuencas de los ríos Purús, Madre de Dios y Urubamba, en Madre de Dios y parte de las regiones cercanas. El museo es parte del Centro Cultural “José Pío Aza”, que también cuenta con Auditorio, Biblioteca, Sala de Lectura y un amplio patrimonio documental lingüístico, fotográfico y antropológico, al servicio de la investigación, la conservación y la educación sobre los pueblos y etnias de nuestra Amazonía."|El Museo Etnográfico Amazónico “José Pío Aza” está instalado en un inmueble del siglo XIX|Se pueden realizar eventos, tomar fotografias y filmaciones y realizar estudios e investigación. Presentan servicios de guiado. Idioma: español, inglés y francés|-12.043|-77.0361|Lima|Manifestaciones culturales
MUSEO METROPOLITANO DE LIMA|Previa presentación de boleto o ticket (especificará tarifa: niños, adultos, estudiantes, etc.) Entrada general: S/. 8.00, Estudiantes nivel superior: S/. 5.00, Escolares y Mayores de 65/CONADIS:   S/. 4.00, Domingos populares: S/. 4.00|8|Salas audiovisuales y galería: Martes a domingos de 10:00 a 18:00 horas, Biblioteca: Lunes a sábado de 10:00 a 19:00 horas|-|"El Museo Metropolitano de Lima ocupa el inmueble de los antiguos Ministerio de Fomento y posteriormente, el Ministerio de Transportes y Comunicaciones, hasta que la Municipalidad Metropolitana de Lima recuperó la propiedad y lo destinó al Museo Metropolitano de Lima en 2005. El recinto fue construido en 1924, durante el gobierno de Augusto Leguía, acogiendo la exposición minera, industrial y agrícola de la época, con la finalidad de presentar la gran exposición nacional de minería, industria y agricultura.
Cuenta con 27 salas audiovisuales que permiten apreciar y educar, en formatos tecnológicos 3D y 4D, sobre más de 10 mil años de Historia, a través de hologramas narrados por los principales protagonistas de la historia de Lima, como Santa Rosa de Lima, Ricardo Palma y el Gral. José de San Martín.
Expone audiovisualmente –mediante hologramas, videos y escenografías- la evolución de Lima en diversas salas, desde los primeros asentamientos humanos, la etapa prehispánica, virreinal y republicana; con sus hechos más destacados.
El Museo Metropolitano de Lima también dispone de un auditorio para conferencias y talleres, y una amplia biblioteca especializada sobre Lima."|El Museo Metropolitano de Lima ocupa el inmueble de los antiguos Ministerio de Fomento |Se puede realizar evento. Presentan servicios de guiado. Idioma: español, inglés y francés|-12.0638|-77.0366|Lima|Manifestaciones culturales
